source_root,source_top_folder,relative_path,filename,extension,file_size_bytes,md5_hash,inferred_raw_label_from_folder,inferred_raw_label_from_filename,readable_audio,duration_seconds,sample_rate,channels,candidate_5_class,candidate_binary
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\357c.wav,357c.wav,.wav,112078,8090ee4fa8c7f5e64b3496949a869525,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\358c.wav,358c.wav,.wav,112078,9d864e301034d39a8e7a5994c2f48b79,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\359c.wav,359c.wav,.wav,112078,e7c3346dbe2ec989e3dab9819f939ab8,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\360c.wav,360c.wav,.wav,112078,6df5ba8c2dd50456a7d105c4dd6169d7,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\361c.wav,361c.wav,.wav,112078,5ee0d7cee3cc48210b5fb5a3bbc59f2c,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\362c.wav,362c.wav,.wav,112078,9049a7d94232adc5b52225bd6c400eaa,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\363c.wav,363c.wav,.wav,112078,689d9039e6e6a5a77fc7b45daebdaf27,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\364c.wav,364c.wav,.wav,112078,014d843b14f7592648b0cc7d2813a04e,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\365c.wav,365c.wav,.wav,112078,5f290561f6a998b5fbdeb4f84bb56601,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\366c.wav,366c.wav,.wav,112078,7a4da29cdc43fd923cd6358575a6e3ab,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\367c.wav,367c.wav,.wav,112078,efacac34ba63c8a41d39cbc64ccee9fc,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\368c.wav,368c.wav,.wav,112078,8b9745e120f84677d9c15461c75e085b,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\369c.wav,369c.wav,.wav,112078,8db2b52c62c5efd4c8ee40906df10a6d,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\370c.wav,370c.wav,.wav,112078,507efe315d09c1e9f859b7b51fdb84c9,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\371c.wav,371c.wav,.wav,112078,44f079baaf21aadc1c0c16d3a63a5c11,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\372c.wav,372c.wav,.wav,112078,dcf5e95b9c09a13f607b851ab6940c4c,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\373c.wav,373c.wav,.wav,112078,cf1ce0214051abf30ee87276a83ce694,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\374c.wav,374c.wav,.wav,112078,5f76297b57b312fcf4afbea5da943671,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\375c.wav,375c.wav,.wav,112078,10224bfbdc1959b4b80e20f7a755b385,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\376c.wav,376c.wav,.wav,112078,6eac8629512402bf966a8926bdbb8daa,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\377c.wav,377c.wav,.wav,112078,c733fabbf8dbea6de96bef256b70ffcc,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\378c.wav,378c.wav,.wav,112078,cd53f1ee36f987b90731f95843c65dfb,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\379c.wav,379c.wav,.wav,112078,ef94435a169b87a051698f01693b0896,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\380c.wav,380c.wav,.wav,112078,7c24ffe061b8b93ed0fe8e80e2f6efd5,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\381c.wav,381c.wav,.wav,112078,8af3a9d79619c7023cd94a19d5086c85,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\382c.wav,382c.wav,.wav,112078,6b0db90320924e090360ca4dede8748c,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\383c.wav,383c.wav,.wav,112078,4002eb660e47cac58922a646b2925617,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\384c.wav,384c.wav,.wav,112078,f296ba262a1215a884b30cab4ecb67ff,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\385c.wav,385c.wav,.wav,112078,6516340f197c45be3dc282bdcd89af46,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\386c.wav,386c.wav,.wav,112078,bd6e54506eba9b9d9051cf69c08bb71b,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\387c.wav,387c.wav,.wav,112078,716f497aebb69bc50943f8f25eff3053,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\388c.wav,388c.wav,.wav,112078,aad804dc8a5df27e90e143e3ed8f2133,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
raw_data,BABY CRY,raw_data\BABY CRY\belly_pain\389c.wav,389c.wav,.wav,112078,67eae510ea80f81bb78feb55653ef8fe,belly_pain,unknown,yes,7.0,8000.0,1.0,Belly Pain,Not Hungry
